runid                 	all	cml-with-partial-context	majority0.1	majority0.1	majority-with-partial-context0.1	majority-hit-jaccard	majority-hit-jaccard	majority-hit-jaccard-with-partial-context	majority-hit-weighted-with-partial-context	majority-hit	majority-hit	majority-hit-with-partial-context	ml-frequency	ml-frequency	ml-frequency-with-partial-context	ml-jaccard	ml-jaccard	ml-jaccard-with-partial-context	ml-ngram	ml-ngram
num_q                 	all	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39
num_ret               	all	780	591	771	620	736	780	760	760	736	780	760	736	780	760	736	780	760	736	780
num_rel               	all	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417
num_rel_ret           	all	11	173	111	180	172	187	192	192	171	127	193	146	118	157	147	137	158	146	118
map                   	all	0.0399	0.3562	0.2161	0.3765	0.4056	0.4412	0.4504	0.4504	0.4025	0.2592	0.4424	0.3417	0.2401	0.3762	0.3527	0.3438	0.3888	0.3416	0.2399
iprec_at_recall_0.00  	all	0.1154	0.7743	0.5141	0.7919	0.8858	0.9348	0.9280	0.9280	0.8835	0.7790	0.9298	0.8536	0.7518	0.9151	0.8523	0.8758	0.9169	0.8536	0.7507
iprec_at_recall_0.10  	all	0.1154	0.7062	0.4636	0.7291	0.7945	0.8430	0.8453	0.8453	0.8048	0.6274	0.8421	0.7416	0.6160	0.8052	0.7413	0.7496	0.8251	0.7416	0.6160
iprec_at_recall_0.20  	all	0.1068	0.6587	0.3860	0.6747	0.6928	0.7457	0.7669	0.7669	0.7083	0.4878	0.7695	0.5947	0.4850	0.6665	0.6021	0.6065	0.6851	0.5947	0.4836
iprec_at_recall_0.30  	all	0.0577	0.5074	0.3051	0.5591	0.5523	0.6380	0.6691	0.6691	0.5411	0.3421	0.6627	0.4446	0.3576	0.5346	0.4533	0.4714	0.5375	0.4484	0.3562
iprec_at_recall_0.40  	all	0.0491	0.3811	0.2619	0.4470	0.4519	0.5270	0.5191	0.5191	0.4311	0.2729	0.5138	0.3491	0.2299	0.3992	0.3600	0.3512	0.4027	0.3491	0.2279
iprec_at_recall_0.50  	all	0.0444	0.3122	0.2439	0.3622	0.3486	0.3862	0.3961	0.3961	0.3214	0.1909	0.3764	0.2581	0.1770	0.2902	0.2737	0.2600	0.3071	0.2573	0.1763
iprec_at_recall_0.60  	all	0.0039	0.2712	0.1613	0.2751	0.2710	0.2868	0.2973	0.2973	0.2547	0.1205	0.2739	0.2257	0.1031	0.2340	0.2415	0.2069	0.2453	0.2243	0.1038
iprec_at_recall_0.70  	all	0.0039	0.2538	0.1472	0.2468	0.2538	0.2567	0.2648	0.2648	0.2408	0.1205	0.2472	0.2101	0.0969	0.2166	0.2233	0.1870	0.2264	0.2091	0.0969
iprec_at_recall_0.80  	all	0.0039	0.1778	0.1000	0.1773	0.1974	0.2120	0.2142	0.2142	0.1924	0.0941	0.2100	0.1395	0.0738	0.1612	0.1790	0.1742	0.1836	0.1385	0.0738
iprec_at_recall_0.90  	all	0.0039	0.1096	0.0536	0.1160	0.1429	0.1661	0.1731	0.1731	0.1536	0.0681	0.1712	0.1117	0.0359	0.1288	0.1279	0.1238	0.1545	0.1107	0.0359
iprec_at_recall_1.00  	all	0.0039	0.1096	0.0536	0.1160	0.1429	0.1661	0.1731	0.1731	0.1536	0.0681	0.1712	0.1117	0.0359	0.1288	0.1279	0.1238	0.1545	0.1107	0.0359
ndcg_cut_01            	all	0.0641	0.4487	0.2436	0.4615	0.7179	0.7564	0.7436	0.7436	0.6923	0.5641	0.7308	0.6538	0.5513	0.7308	0.6410	0.6923	0.7179	0.6538	0.5513
ndcg_cut_02            	all	0.0492	0.4884	0.2743	0.4733	0.6634	0.6969	0.6841	0.6841	0.6378	0.4540	0.6663	0.6005	0.4781	0.6495	0.6007	0.6519	0.6516	0.6005	0.4781
ndcg_cut_03            	all	0.0503	0.5037	0.2731	0.4837	0.5962	0.6354	0.6319	0.6319	0.6117	0.4098	0.6337	0.5687	0.4198	0.6078	0.5721	0.5939	0.6435	0.5687	0.4198
ndcg_cut_04            	all	0.0471	0.5150	0.2900	0.4890	0.5833	0.6102	0.6132	0.6132	0.5825	0.3936	0.6047	0.5509	0.3934	0.5785	0.5599	0.5798	0.6231	0.5583	0.3934
ndcg_cut_05            	all	0.0529	0.5142	0.2875	0.5017	0.5797	0.6173	0.6240	0.6240	0.5778	0.3835	0.6097	0.5444	0.3921	0.5726	0.5407	0.5554	0.6040	0.5451	0.3921
ndcg_cut_06            	all	0.0553	0.5169	0.2991	0.5122	0.5814	0.6157	0.6188	0.6188	0.5759	0.3760	0.6027	0.5406	0.3913	0.5759	0.5398	0.5457	0.5967	0.5412	0.3913
ndcg_cut_07            	all	0.0548	0.5226	0.3089	0.5243	0.5767	0.6105	0.6149	0.6149	0.5830	0.3944	0.6060	0.5382	0.4023	0.5762	0.5393	0.5405	0.5916	0.5388	0.4027
ndcg_cut_08            	all	0.0544	0.5255	0.3133	0.5331	0.5767	0.6083	0.6188	0.6188	0.5760	0.3974	0.6021	0.5324	0.4033	0.5708	0.5380	0.5336	0.5870	0.5329	0.4014
ndcg_cut_09            	all	0.0540	0.5281	0.3208	0.5444	0.5752	0.6018	0.6163	0.6163	0.5789	0.3959	0.6049	0.5304	0.4040	0.5719	0.5299	0.5289	0.5841	0.5310	0.4010
ndcg_cut_10           	all	0.0538	0.5255	0.3227	0.5379	0.5759	0.5998	0.6190	0.6190	0.5731	0.4022	0.6029	0.5269	0.3989	0.5667	0.5372	0.5226	0.5827	0.5274	0.3987
ndcg_cut_11           	all	0.0549	0.5242	0.3290	0.5408	0.5760	0.6029	0.6251	0.6251	0.5707	0.4021	0.6031	0.5240	0.4004	0.5641	0.5354	0.5173	0.5787	0.5245	0.4003
ndcg_cut_12           	all	0.0547	0.5251	0.3303	0.5414	0.5778	0.6049	0.6239	0.6239	0.5748	0.4106	0.6086	0.5251	0.4031	0.5627	0.5383	0.5183	0.5823	0.5233	0.4029
ndcg_cut_13           	all	0.0596	0.5280	0.3312	0.5400	0.5817	0.6087	0.6191	0.6191	0.5694	0.4069	0.6067	0.5255	0.4028	0.5613	0.5371	0.5214	0.5827	0.5237	0.4027
ndcg_cut_14           	all	0.0596	0.5351	0.3310	0.5472	0.5803	0.6150	0.6216	0.6216	0.5745	0.4085	0.6144	0.5230	0.4078	0.5576	0.5333	0.5218	0.5821	0.5211	0.4062
ndcg_cut_15           	all	0.0596	0.5360	0.3368	0.5481	0.5816	0.6165	0.6233	0.6233	0.5815	0.4074	0.6211	0.5216	0.4103	0.5599	0.5312	0.5201	0.5808	0.5165	0.4102
ndcg_cut_16           	all	0.0596	0.5326	0.3457	0.5440	0.5789	0.6166	0.6252	0.6252	0.5802	0.4152	0.6184	0.5209	0.4116	0.5602	0.5297	0.5182	0.5814	0.5180	0.4114
ndcg_cut_17           	all	0.0596	0.5314	0.3493	0.5441	0.5819	0.6186	0.6245	0.6245	0.5815	0.4154	0.6206	0.5243	0.4111	0.5647	0.5271	0.5169	0.5816	0.5235	0.4092
ndcg_cut_18           	all	0.0596	0.5302	0.3497	0.5449	0.5851	0.6208	0.6287	0.6287	0.5793	0.4233	0.6200	0.5239	0.4116	0.5649	0.5335	0.5177	0.5809	0.5240	0.4114
ndcg_cut_19           	all	0.0596	0.5309	0.3530	0.5470	0.5836	0.6214	0.6313	0.6313	0.5821	0.4306	0.6246	0.5274	0.4105	0.5719	0.5320	0.5167	0.5801	0.5275	0.4103
ndcg_cut_20           	all	0.0596	0.5305	0.3549	0.5497	0.5845	0.6246	0.6333	0.6333	0.5819	0.4312	0.6264	0.5272	0.4109	0.5716	0.5310	0.5165	0.5820	0.5273	0.4107
num_ret               	1011013747	20	3	20	3	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
num_rel               	1011013747	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
num_rel_ret           	1011013747	0	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1
map                   	1011013747	0.0000	1.0000	0.6111	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.6429	1.0000	1.0000	0.5000	1.0000	1.0000	1.0000	1.0000	1.0000	0.5000
iprec_at_recall_0.00  	1011013747	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.10  	1011013747	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.20  	1011013747	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.30  	1011013747	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.40  	1011013747	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.50  	1011013747	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.60  	1011013747	0.0000	1.0000	0.2222	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.2857	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
iprec_at_recall_0.70  	1011013747	0.0000	1.0000	0.2222	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.2857	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
iprec_at_recall_0.80  	1011013747	0.0000	1.0000	0.2222	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.2857	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
iprec_at_recall_0.90  	1011013747	0.0000	1.0000	0.2222	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.2857	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
iprec_at_recall_1.00  	1011013747	0.0000	1.0000	0.2222	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.2857	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
ndcg_cut_01            	1011013747	0.0000	1.0000	1.0000	1.0000	0.5000	0.5000	0.5000	0.5000	0.5000	1.0000	0.5000	1.0000	1.0000	1.0000	0.5000	0.5000	1.0000	1.0000	1.0000
ndcg_cut_02            	1011013747	0.0000	1.0000	0.7602	1.0000	0.8597	0.8597	0.8597	0.8597	0.8597	0.7602	0.8597	1.0000	0.7602	1.0000	0.8597	0.8597	1.0000	1.0000	0.7602
ndcg_cut_03            	1011013747	0.0000	1.0000	0.7602	1.0000	0.8597	0.8597	0.8597	0.8597	0.8597	0.7602	0.8597	1.0000	0.7602	1.0000	0.8597	0.8597	1.0000	1.0000	0.7602
ndcg_cut_04            	1011013747	0.0000	1.0000	0.7602	1.0000	0.8597	0.8597	0.8597	0.8597	0.8597	0.7602	0.8597	1.0000	0.7602	1.0000	0.8597	0.8597	1.0000	1.0000	0.7602
ndcg_cut_05            	1011013747	0.0000	1.0000	0.7602	1.0000	0.8597	0.8597	0.8597	0.8597	0.8597	0.7602	0.8597	1.0000	0.7602	1.0000	0.8597	0.8597	1.0000	1.0000	0.7602
ndcg_cut_06            	1011013747	0.0000	1.0000	0.7602	1.0000	0.8597	0.8597	0.8597	0.8597	0.8597	0.7602	0.8597	1.0000	0.7602	1.0000	0.8597	0.8597	1.0000	1.0000	0.7602
ndcg_cut_07            	1011013747	0.0000	1.0000	0.7602	1.0000	0.8597	0.8597	0.8597	0.8597	0.8597	0.8869	0.8597	1.0000	0.7602	1.0000	0.8597	0.8597	1.0000	1.0000	0.7602
ndcg_cut_08            	1011013747	0.0000	1.0000	0.7602	1.0000	0.8597	0.8597	0.8597	0.8597	0.8597	0.8869	0.8597	1.0000	0.7602	1.0000	0.8597	0.8597	1.0000	1.0000	0.7602
ndcg_cut_09            	1011013747	0.0000	1.0000	0.8746	1.0000	0.8597	0.8597	0.8597	0.8597	0.8597	0.8869	0.8597	1.0000	0.7602	1.0000	0.8597	0.8597	1.0000	1.0000	0.7602
ndcg_cut_10           	1011013747	0.0000	1.0000	0.8746	1.0000	0.8597	0.8597	0.8597	0.8597	0.8597	0.8869	0.8597	1.0000	0.7602	1.0000	0.8597	0.8597	1.0000	1.0000	0.7602
ndcg_cut_11           	1011013747	0.0000	1.0000	0.8746	1.0000	0.8597	0.8597	0.8597	0.8597	0.8597	0.8869	0.8597	1.0000	0.7602	1.0000	0.8597	0.8597	1.0000	1.0000	0.7602
ndcg_cut_12           	1011013747	0.0000	1.0000	0.8746	1.0000	0.8597	0.8597	0.8597	0.8597	0.8597	0.8869	0.8597	1.0000	0.7602	1.0000	0.8597	0.8597	1.0000	1.0000	0.7602
ndcg_cut_13           	1011013747	0.0000	1.0000	0.8746	1.0000	0.8597	0.8597	0.8597	0.8597	0.8597	0.8869	0.8597	1.0000	0.7602	1.0000	0.8597	0.8597	1.0000	1.0000	0.7602
ndcg_cut_14           	1011013747	0.0000	1.0000	0.8746	1.0000	0.8597	0.8597	0.8597	0.8597	0.8597	0.8869	0.8597	1.0000	0.7602	1.0000	0.8597	0.8597	1.0000	1.0000	0.7602
ndcg_cut_15           	1011013747	0.0000	1.0000	0.8746	1.0000	0.8597	0.8597	0.8597	0.8597	0.8597	0.8869	0.8597	1.0000	0.7602	1.0000	0.8597	0.8597	1.0000	1.0000	0.7602
ndcg_cut_16           	1011013747	0.0000	1.0000	0.8746	1.0000	0.8597	0.8597	0.8597	0.8597	0.8597	0.8869	0.8597	1.0000	0.7602	1.0000	0.8597	0.8597	1.0000	1.0000	0.7602
ndcg_cut_17           	1011013747	0.0000	1.0000	0.8746	1.0000	0.8597	0.8597	0.8597	0.8597	0.8597	0.8869	0.8597	1.0000	0.7602	1.0000	0.8597	0.8597	1.0000	1.0000	0.7602
ndcg_cut_18           	1011013747	0.0000	1.0000	0.8746	1.0000	0.8597	0.8597	0.8597	0.8597	0.8597	0.8869	0.8597	1.0000	0.7602	1.0000	0.8597	0.8597	1.0000	1.0000	0.7602
ndcg_cut_19           	1011013747	0.0000	1.0000	0.8746	1.0000	0.8597	0.8597	0.8597	0.8597	0.8597	0.8869	0.8597	1.0000	0.7602	1.0000	0.8597	0.8597	1.0000	1.0000	0.7602
ndcg_cut_20           	1011013747	0.0000	1.0000	0.8746	1.0000	0.8597	0.8597	0.8597	0.8597	0.8597	0.8869	0.8597	1.0000	0.7602	1.0000	0.8597	0.8597	1.0000	1.0000	0.7602
num_ret               	1058967988	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
num_rel               	1058967988	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18
num_rel_ret           	1058967988	0	5	5	7	5	8	8	8	5	7	8	5	6	6	5	6	6	5	6
map                   	1058967988	0.0000	0.2500	0.1088	0.3141	0.2315	0.3831	0.3954	0.3954	0.2454	0.2686	0.3849	0.2062	0.2259	0.3194	0.2062	0.3254	0.3254	0.2062	0.2259
iprec_at_recall_0.00  	1058967988	0.0000	1.0000	0.5000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.10  	1058967988	0.0000	1.0000	0.5000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.20  	1058967988	0.0000	1.0000	0.3077	0.8000	0.6667	1.0000	1.0000	1.0000	1.0000	0.5714	1.0000	0.4000	0.3750	1.0000	0.4000	1.0000	1.0000	0.4000	0.3750
iprec_at_recall_0.30  	1058967988	0.0000	0.0000	0.0000	0.7500	0.0000	0.8571	1.0000	1.0000	0.0000	0.3889	0.8571	0.0000	0.3750	0.7500	0.0000	0.8571	0.8571	0.0000	0.3750
iprec_at_recall_0.40  	1058967988	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5333	0.5333	0.0000	0.0000	0.5333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.50  	1058967988	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.60  	1058967988	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.70  	1058967988	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.80  	1058967988	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.90  	1058967988	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_1.00  	1058967988	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_01            	1058967988	0.0000	0.5000	0.0000	0.5000	0.5000	1.0000	1.0000	1.0000	0.5000	0.5000	1.0000	0.5000	1.0000	1.0000	1.0000	1.0000	1.0000	0.5000	1.0000
ndcg_cut_02            	1058967988	0.0000	0.6934	0.1934	0.6934	0.6934	0.8066	0.8066	0.8066	0.6934	0.6934	0.8066	0.6934	0.8066	0.8066	0.8066	0.8066	0.8066	0.6934	0.8066
ndcg_cut_03            	1058967988	0.0000	0.6480	0.1480	0.6480	0.6480	0.8520	0.8520	0.8520	0.6480	0.6480	0.8520	0.6480	0.7346	0.7346	0.7346	0.8520	0.8520	0.6480	0.7346
ndcg_cut_04            	1058967988	0.0000	0.7721	0.1345	0.5886	0.5886	0.9573	0.9573	0.9573	0.6803	0.5886	0.9573	0.5886	0.6672	0.8508	0.6672	0.9573	0.9573	0.5886	0.6672
ndcg_cut_05            	1058967988	0.0000	0.7133	0.2004	0.6961	0.5437	0.9606	0.9606	0.9606	0.6285	0.5437	0.9606	0.5437	0.6164	0.9383	0.6164	0.9606	0.9606	0.5437	0.6164
ndcg_cut_06            	1058967988	0.0000	0.6666	0.3183	0.6504	0.5736	0.8976	0.9632	0.9632	0.5873	0.5081	0.8976	0.5081	0.5760	0.8768	0.5760	0.8976	0.8976	0.5081	0.5760
ndcg_cut_07            	1058967988	0.0000	0.6281	0.2999	0.7284	0.5405	0.9035	0.9075	0.9075	0.5534	0.5365	0.9035	0.4787	0.5427	0.8261	0.5427	0.9035	0.9035	0.4787	0.5427
ndcg_cut_08            	1058967988	0.0000	0.5955	0.2844	0.7425	0.5125	0.8567	0.8605	0.8605	0.5247	0.5087	0.8567	0.4539	0.5146	0.8352	0.5146	0.8567	0.8567	0.4539	0.5146
ndcg_cut_09            	1058967988	0.0000	0.5674	0.2710	0.7075	0.4883	0.8163	0.8199	0.8199	0.5000	0.4847	0.8163	0.4325	0.4903	0.7958	0.4903	0.8163	0.8163	0.4325	0.4903
ndcg_cut_10           	1058967988	0.0000	0.5862	0.2592	0.6769	0.5538	0.7810	0.7844	0.7844	0.4783	0.5504	0.7810	0.5004	0.4691	0.7613	0.5557	0.7810	0.7810	0.5004	0.4691
ndcg_cut_11           	1058967988	0.0000	0.5626	0.2488	0.6497	0.5316	0.7496	0.7529	0.7529	0.4591	0.5283	0.7496	0.4803	0.4503	0.7308	0.5334	0.7496	0.7496	0.4803	0.4503
ndcg_cut_12           	1058967988	0.0000	0.5416	0.2395	0.6254	0.5117	0.7216	0.7622	0.7622	0.5168	0.5085	0.7216	0.4624	0.4708	0.7034	0.5135	0.7216	0.7216	0.4624	0.4708
ndcg_cut_13           	1058967988	0.0000	0.5226	0.2662	0.6035	0.4937	0.7313	0.7354	0.7354	0.4986	0.4907	0.7313	0.4461	0.4543	0.6788	0.4954	0.6963	0.6963	0.4461	0.4543
ndcg_cut_14           	1058967988	0.0000	0.5053	0.2574	0.5835	0.4774	0.7072	0.7111	0.7111	0.4822	0.4744	0.7072	0.4314	0.4724	0.6563	0.4791	0.6732	0.6732	0.4314	0.4724
ndcg_cut_15           	1058967988	0.0000	0.4895	0.2493	0.5653	0.4625	0.6851	0.7201	0.7201	0.4671	0.4596	0.7163	0.4179	0.4576	0.6358	0.4641	0.6522	0.6522	0.4179	0.4576
ndcg_cut_16           	1058967988	0.0000	0.4750	0.2419	0.5485	0.4487	0.6944	0.6988	0.6988	0.4532	0.5054	0.6951	0.4352	0.5034	0.6169	0.4800	0.6328	0.6328	0.4352	0.5034
ndcg_cut_17           	1058967988	0.0000	0.4615	0.2351	0.5330	0.4360	0.6748	0.6790	0.6790	0.4404	0.4911	0.6754	0.4229	0.4892	0.5995	0.4664	0.6149	0.6149	0.4229	0.4892
ndcg_cut_18           	1058967988	0.0000	0.4491	0.2287	0.5456	0.4243	0.6565	0.6606	0.6606	0.4285	0.5048	0.6571	0.4115	0.4759	0.5833	0.4538	0.5983	0.5983	0.4115	0.4759
ndcg_cut_19           	1058967988	0.0000	0.4491	0.2287	0.5456	0.4243	0.6565	0.6606	0.6606	0.4285	0.5048	0.6571	0.4115	0.4759	0.5833	0.4538	0.5983	0.5983	0.4115	0.4759
ndcg_cut_20           	1058967988	0.0000	0.4491	0.2549	0.5456	0.4243	0.6565	0.6606	0.6606	0.4285	0.5048	0.6571	0.4115	0.4759	0.5833	0.4538	0.5983	0.5983	0.4115	0.4759
num_ret               	1088443226	20	10	11	10	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
num_rel               	1088443226	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
num_rel_ret           	1088443226	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
map                   	1088443226	0.2436	0.5000	0.5833	0.5000	0.6429	0.6429	0.6429	0.6429	0.6429	0.7000	0.6429	0.5000	0.4500	0.5000	0.5000	0.4500	0.5000	0.5000	0.4500
iprec_at_recall_0.00  	1088443226	0.3333	0.5000	0.6667	0.5000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000
iprec_at_recall_0.10  	1088443226	0.3333	0.5000	0.6667	0.5000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000
iprec_at_recall_0.20  	1088443226	0.3333	0.5000	0.6667	0.5000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000
iprec_at_recall_0.30  	1088443226	0.3333	0.5000	0.6667	0.5000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000
iprec_at_recall_0.40  	1088443226	0.3333	0.5000	0.6667	0.5000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000
iprec_at_recall_0.50  	1088443226	0.3333	0.5000	0.6667	0.5000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000
iprec_at_recall_0.60  	1088443226	0.1538	0.5000	0.6667	0.5000	0.2857	0.2857	0.2857	0.2857	0.2857	0.4000	0.2857	0.5000	0.4000	0.5000	0.5000	0.4000	0.5000	0.5000	0.4000
iprec_at_recall_0.70  	1088443226	0.1538	0.5000	0.6667	0.5000	0.2857	0.2857	0.2857	0.2857	0.2857	0.4000	0.2857	0.5000	0.4000	0.5000	0.5000	0.4000	0.5000	0.5000	0.4000
iprec_at_recall_0.80  	1088443226	0.1538	0.5000	0.6667	0.5000	0.2857	0.2857	0.2857	0.2857	0.2857	0.4000	0.2857	0.5000	0.4000	0.5000	0.5000	0.4000	0.5000	0.5000	0.4000
iprec_at_recall_0.90  	1088443226	0.1538	0.5000	0.6667	0.5000	0.2857	0.2857	0.2857	0.2857	0.2857	0.4000	0.2857	0.5000	0.4000	0.5000	0.5000	0.4000	0.5000	0.5000	0.4000
iprec_at_recall_1.00  	1088443226	0.1538	0.5000	0.6667	0.5000	0.2857	0.2857	0.2857	0.2857	0.2857	0.4000	0.2857	0.5000	0.4000	0.5000	0.5000	0.4000	0.5000	0.5000	0.4000
ndcg_cut_01            	1088443226	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_02            	1088443226	0.0000	0.4796	0.4796	0.4796	0.7602	0.7602	0.7602	0.7602	0.7602	0.7602	0.7602	0.4796	0.4796	0.4796	0.4796	0.4796	0.4796	0.4796	0.4796
ndcg_cut_03            	1088443226	0.1900	0.4796	0.6697	0.4796	0.7602	0.7602	0.7602	0.7602	0.7602	0.7602	0.7602	0.4796	0.4796	0.4796	0.4796	0.4796	0.4796	0.4796	0.4796
ndcg_cut_04            	1088443226	0.1900	0.6433	0.6697	0.6433	0.7602	0.7602	0.7602	0.7602	0.7602	0.7602	0.7602	0.6433	0.4796	0.6433	0.6433	0.4796	0.6433	0.6433	0.4796
ndcg_cut_05            	1088443226	0.1900	0.6433	0.6697	0.6433	0.7602	0.7602	0.7602	0.7602	0.7602	0.9072	0.7602	0.6433	0.6267	0.6433	0.6433	0.6267	0.6433	0.6433	0.6267
ndcg_cut_06            	1088443226	0.1900	0.6433	0.6697	0.6433	0.7602	0.7602	0.7602	0.7602	0.7602	0.9072	0.7602	0.6433	0.6267	0.6433	0.6433	0.6267	0.6433	0.6433	0.6267
ndcg_cut_07            	1088443226	0.1900	0.6433	0.6697	0.6433	0.8869	0.8869	0.8869	0.8869	0.8869	0.9072	0.8869	0.6433	0.6267	0.6433	0.6433	0.6267	0.6433	0.6433	0.6267
ndcg_cut_08            	1088443226	0.1900	0.6433	0.6697	0.6433	0.8869	0.8869	0.8869	0.8869	0.8869	0.9072	0.8869	0.6433	0.6267	0.6433	0.6433	0.6267	0.6433	0.6433	0.6267
ndcg_cut_09            	1088443226	0.1900	0.6433	0.6697	0.6433	0.8869	0.8869	0.8869	0.8869	0.8869	0.9072	0.8869	0.6433	0.6267	0.6433	0.6433	0.6267	0.6433	0.6433	0.6267
ndcg_cut_10           	1088443226	0.1900	0.6433	0.6697	0.6433	0.8869	0.8869	0.8869	0.8869	0.8869	0.9072	0.8869	0.6433	0.6267	0.6433	0.6433	0.6267	0.6433	0.6433	0.6267
