runid                 	all	drc-contextualized-partial	majority-hit	mh-simple-partial	mhw-contextualized-partial	ml-frequency	ml-simple-partial
set_F                 	1634952948	0.4390	0.0488	0.3415	0.3902	0.0000	0.1463
num_ret               	1659846037	20	20	20	20	20	20
num_rel               	1659846037	4	4	4	4	4	4
num_rel_ret           	1659846037	4	2	3	4	2	2
map                   	1659846037	0.4147	0.1964	0.4702	0.5873	0.2083	0.3333
ndcg_cut_01            	1659846037	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_02            	1659846037	0.6131	0.1934	0.6131	0.6131	0.1934	0.6131
ndcg_cut_03            	1659846037	0.5317	0.1677	0.6646	0.7975	0.1677	0.5317
ndcg_cut_04            	1659846037	0.4770	0.1505	0.5963	0.7156	0.1505	0.4770
ndcg_cut_05            	1659846037	0.4770	0.1505	0.5963	0.7156	0.1505	0.4770
ndcg_cut_06            	1659846037	0.4770	0.1505	0.5963	0.7156	0.3204	0.6470
ndcg_cut_07            	1659846037	0.4770	0.3095	0.5963	0.7156	0.3204	0.6470
ndcg_cut_08            	1659846037	0.4770	0.3095	0.5963	0.7908	0.3204	0.6470
ndcg_cut_09            	1659846037	0.6206	0.3095	0.5963	0.7908	0.3204	0.6470
ndcg_cut_10           	1659846037	0.6206	0.3095	0.5963	0.7908	0.3204	0.6470
ndcg_cut_11           	1659846037	0.6206	0.3095	0.5963	0.7908	0.3204	0.6470
ndcg_cut_12           	1659846037	0.6206	0.3095	0.5963	0.7908	0.3204	0.6470
ndcg_cut_13           	1659846037	0.6206	0.3095	0.5963	0.8534	0.3204	0.6470
ndcg_cut_14           	1659846037	0.6817	0.3095	0.7184	0.8534	0.3204	0.6470
ndcg_cut_15           	1659846037	0.6817	0.3095	0.7184	0.8534	0.3204	0.6470
ndcg_cut_16           	1659846037	0.6817	0.3095	0.7184	0.8534	0.3204	0.6470
ndcg_cut_17           	1659846037	0.6817	0.3095	0.7184	0.8534	0.3204	0.6470
ndcg_cut_18           	1659846037	0.7378	0.3095	0.7184	0.8534	0.3204	0.6470
ndcg_cut_19           	1659846037	0.7378	0.3095	0.7184	0.8534	0.3204	0.6470
ndcg_cut_20           	1659846037	0.7378	0.3095	0.7184	0.8534	0.3204	0.6470
set_P                 	1659846037	0.2000	0.1000	0.1500	0.2000	0.1000	0.1000
set_recall            	1659846037	1.0000	0.5000	0.7500	1.0000	0.5000	0.5000
set_F                 	1659846037	0.3333	0.1667	0.2500	0.3333	0.1667	0.1667
num_ret               	1668711967	20	20	20	20	20	20
num_rel               	1668711967	16	16	16	16	16	16
num_rel_ret           	1668711967	8	2	4	5	2	8
map                   	1668711967	0.2773	0.0750	0.1059	0.1737	0.0703	0.3649
ndcg_cut_01            	1668711967	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_02            	1668711967	0.6131	0.6131	0.6131	0.6131	0.6131	0.8066
ndcg_cut_03            	1668711967	0.4693	0.4693	0.4693	0.5866	0.4693	0.6173
ndcg_cut_04            	1668711967	0.4262	0.4262	0.4262	0.5328	0.4262	0.5607
ndcg_cut_05            	1668711967	0.4699	0.3937	0.3937	0.5683	0.3937	0.5941
ndcg_cut_06            	1668711967	0.5046	0.3679	0.3679	0.5311	0.3679	0.6207
ndcg_cut_07            	1668711967	0.4755	0.3467	0.3467	0.5004	0.3467	0.6426
ndcg_cut_08            	1668711967	0.5027	0.3287	0.3287	0.4745	0.3287	0.6612
ndcg_cut_09            	1668711967	0.5261	0.3132	0.3604	0.4521	0.3132	0.6300
ndcg_cut_10           	1668711967	0.5467	0.3430	0.3447	0.4325	0.2996	0.6027
ndcg_cut_11           	1668711967	0.5247	0.3292	0.3710	0.4152	0.2876	0.6186
ndcg_cut_12           	1668711967	0.5051	0.3169	0.3572	0.3996	0.2769	0.5955
ndcg_cut_13           	1668711967	0.4874	0.3058	0.3446	0.3856	0.2672	0.5746
ndcg_cut_14           	1668711967	0.4713	0.2957	0.3332	0.3729	0.2583	0.5556
ndcg_cut_15           	1668711967	0.4565	0.2864	0.3228	0.3612	0.2502	0.5382
ndcg_cut_16           	1668711967	0.4727	0.2779	0.3132	0.3802	0.3022	0.5222
ndcg_cut_17           	1668711967	0.4727	0.2779	0.3132	0.3802	0.3022	0.5514
ndcg_cut_18           	1668711967	0.5012	0.2779	0.3132	0.3802	0.3022	0.5514
ndcg_cut_19           	1668711967	0.5012	0.2779	0.3132	0.4083	0.3022	0.5514
ndcg_cut_20           	1668711967	0.5012	0.2779	0.3409	0.4083	0.3022	0.5514
set_P                 	1668711967	0.4000	0.1000	0.2000	0.2500	0.1000	0.4000
set_recall            	1668711967	0.5000	0.1250	0.2500	0.3125	0.1250	0.5000
set_F                 	1668711967	0.4444	0.1111	0.2222	0.2778	0.1111	0.4444
num_ret               	1689442184	20	20	20	20	20	20
num_rel               	1689442184	5	5	5	5	5	5
num_rel_ret           	1689442184	1	1	2	2	1	2
map                   	1689442184	0.1000	0.2000	0.1211	0.0569	0.2000	0.1235
ndcg_cut_01            	1689442184	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000
ndcg_cut_02            	1689442184	0.3869	0.6131	0.3869	0.0000	0.6131	0.3869
ndcg_cut_03            	1689442184	0.2961	0.4693	0.2961	0.0000	0.4693	0.2961
ndcg_cut_04            	1689442184	0.2463	0.3904	0.2463	0.0000	0.3904	0.2463
ndcg_cut_05            	1689442184	0.2290	0.3630	0.2290	0.0000	0.3630	0.2290
ndcg_cut_06            	1689442184	0.2290	0.3630	0.2290	0.1293	0.3630	0.2290
ndcg_cut_07            	1689442184	0.2290	0.3630	0.2290	0.1293	0.3630	0.2290
ndcg_cut_08            	1689442184	0.2290	0.3630	0.2290	0.1293	0.3630	0.2290
ndcg_cut_09            	1689442184	0.2290	0.3630	0.2290	0.1293	0.3630	0.2290
ndcg_cut_10           	1689442184	0.2290	0.3630	0.2290	0.1293	0.3630	0.2290
ndcg_cut_11           	1689442184	0.2290	0.3630	0.2290	0.1293	0.3630	0.2290
ndcg_cut_12           	1689442184	0.2290	0.3630	0.2290	0.1293	0.3630	0.2290
ndcg_cut_13           	1689442184	0.2290	0.3630	0.2290	0.1293	0.3630	0.2290
ndcg_cut_14           	1689442184	0.2290	0.3630	0.2290	0.1293	0.3630	0.2290
ndcg_cut_15           	1689442184	0.2290	0.3630	0.2290	0.1293	0.3630	0.2290
ndcg_cut_16           	1689442184	0.2290	0.3630	0.2290	0.1293	0.3630	0.2290
ndcg_cut_17           	1689442184	0.2290	0.3630	0.2290	0.2163	0.3630	0.2725
ndcg_cut_18           	1689442184	0.2290	0.3630	0.2290	0.2163	0.3630	0.2725
ndcg_cut_19           	1689442184	0.2290	0.3630	0.3130	0.2163	0.3630	0.2725
ndcg_cut_20           	1689442184	0.2290	0.3630	0.3130	0.2163	0.3630	0.2725
set_P                 	1689442184	0.0500	0.0500	0.1000	0.1000	0.0500	0.1000
set_recall            	1689442184	0.2000	0.2000	0.4000	0.4000	0.2000	0.4000
set_F                 	1689442184	0.0800	0.0800	0.1600	0.1600	0.0800	0.1600
num_ret               	1744816435	20	20	20	20	20	20
num_rel               	1744816435	36	36	36	36	36	36
num_rel_ret           	1744816435	8	4	8	7	5	11
map                   	1744816435	0.0668	0.0179	0.0688	0.0705	0.0389	0.1286
ndcg_cut_01            	1744816435	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_02            	1744816435	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_03            	1744816435	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_04            	1744816435	0.0000	0.0000	0.0000	0.1681	0.0000	0.0000
ndcg_cut_05            	1744816435	0.0000	0.0000	0.0000	0.1461	0.1312	0.0000
ndcg_cut_06            	1744816435	0.1078	0.0000	0.0000	0.2381	0.1171	0.1078
ndcg_cut_07            	1744816435	0.0979	0.0000	0.0000	0.2163	0.1980	0.1895
ndcg_cut_08            	1744816435	0.0901	0.0000	0.0798	0.2788	0.1822	0.1744
ndcg_cut_09            	1744816435	0.1545	0.0000	0.1449	0.2591	0.1693	0.2328
ndcg_cut_10           	1744816435	0.1447	0.0636	0.1993	0.3062	0.1585	0.2816
ndcg_cut_11           	1744816435	0.1941	0.0599	0.1878	0.3464	0.2072	0.2653
ndcg_cut_12           	1744816435	0.1838	0.1098	0.2309	0.3280	0.1962	0.2513
ndcg_cut_13           	1744816435	0.2239	0.1044	0.2196	0.3119	0.2356	0.2880
ndcg_cut_14           	1744816435	0.2136	0.0997	0.2095	0.2977	0.2249	0.3205
ndcg_cut_15           	1744816435	0.2045	0.0954	0.2433	0.2850	0.2579	0.3494
ndcg_cut_16           	1744816435	0.2364	0.0916	0.2335	0.3136	0.2476	0.3755
ndcg_cut_17           	1744816435	0.2653	0.1259	0.2625	0.3018	0.2382	0.3991
ndcg_cut_18           	1744816435	0.2558	0.1214	0.2889	0.2910	0.2297	0.4206
ndcg_cut_19           	1744816435	0.2810	0.1173	0.3130	0.2811	0.2219	0.4403
ndcg_cut_20           	1744816435	0.3043	0.1458	0.3029	0.3043	0.2147	0.4260
set_P                 	1744816435	0.4000	0.2000	0.4000	0.3500	0.2500	0.5500
set_recall            	1744816435	0.2222	0.1111	0.2222	0.1944	0.1389	0.3056
set_F                 	1744816435	0.2857	0.1429	0.2857	0.2500	0.1786	0.3929
num_ret               	1796458291	20	20	20	20	20	20
num_rel               	1796458291	12	12	12	12	12	12
num_rel_ret           	1796458291	6	3	5	5	2	2
map                   	1796458291	0.2483	0.0903	0.2509	0.2542	0.1667	0.1667
ndcg_cut_01            	1796458291	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000
ndcg_cut_02            	1796458291	0.3869	0.0000	0.3869	0.3869	1.0000	1.0000
ndcg_cut_03            	1796458291	0.5307	0.2346	0.5307	0.5307	0.7654	0.7654
ndcg_cut_04            	1796458291	0.5256	0.3633	0.6096	0.5256	0.6367	0.6367
ndcg_cut_05            	1796458291	0.4566	0.3156	0.5952	0.5878	0.5531	0.5531
ndcg_cut_06            	1796458291	0.4306	0.2977	0.5613	0.5543	0.5216	0.5216
ndcg_cut_07            	1796458291	0.4088	0.2826	0.5329	0.5263	0.4952	0.4952
ndcg_cut_08            	1796458291	0.4815	0.2697	0.5086	0.5022	0.4726	0.4726
ndcg_cut_09            	1796458291	0.4614	0.2584	0.4873	0.4812	0.4529	0.4529
ndcg_cut_10           	1796458291	0.4436	0.2484	0.4685	0.4627	0.4354	0.4354
ndcg_cut_11           	1796458291	0.4277	0.2395	0.4517	0.4461	0.4197	0.4197
ndcg_cut_12           	1796458291	0.4133	0.2987	0.4365	0.4311	0.4056	0.4056
ndcg_cut_13           	1796458291	0.4133	0.2987	0.4365	0.4311	0.4056	0.4056
ndcg_cut_14           	1796458291	0.4133	0.2987	0.4365	0.4311	0.4056	0.4056
ndcg_cut_15           	1796458291	0.4133	0.2987	0.4365	0.4622	0.4056	0.4056
ndcg_cut_16           	1796458291	0.4133	0.2987	0.4365	0.4622	0.4056	0.4056
ndcg_cut_17           	1796458291	0.4133	0.2987	0.4663	0.4622	0.4056	0.4056
ndcg_cut_18           	1796458291	0.4133	0.2987	0.4663	0.4622	0.4056	0.4056
ndcg_cut_19           	1796458291	0.4709	0.2987	0.4663	0.4622	0.4056	0.4056
ndcg_cut_20           	1796458291	0.4992	0.2987	0.4663	0.4622	0.4056	0.4056
set_P                 	1796458291	0.3000	0.1500	0.2500	0.2500	0.1000	0.1000
set_recall            	1796458291	0.5000	0.2500	0.4167	0.4167	0.1667	0.1667
set_F                 	1796458291	0.3750	0.1875	0.3125	0.3125	0.1250	0.1250
num_ret               	1802054300	20	20	20	20	20	20
num_rel               	1802054300	28	28	28	28	28	28
num_rel_ret           	1802054300	6	7	7	7	7	7
map                   	1802054300	0.1567	0.1436	0.1710	0.2025	0.1643	0.1551
ndcg_cut_01            	1802054300	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000
ndcg_cut_02            	1802054300	0.5000	0.3066	0.5000	0.5000	0.3066	0.5000
ndcg_cut_03            	1802054300	0.6173	0.2346	0.6173	0.6173	0.3520	0.3827
ndcg_cut_04            	1802054300	0.5135	0.2793	0.5135	0.5976	0.3768	0.3183
ndcg_cut_05            	1802054300	0.4462	0.3082	0.4462	0.5192	0.3274	0.4078
ndcg_cut_06            	1802054300	0.3981	0.2750	0.3981	0.5710	0.2921	0.3638
ndcg_cut_07            	1802054300	0.4074	0.2498	0.3616	0.5187	0.2653	0.3305
ndcg_cut_08            	1802054300	0.3905	0.3225	0.3466	0.4971	0.3374	0.3583
ndcg_cut_09            	1802054300	0.3756	0.3102	0.3715	0.4782	0.4008	0.3446
ndcg_cut_10           	1802054300	0.4330	0.2993	0.3584	0.4613	0.3867	0.3678
ndcg_cut_11           	1802054300	0.4187	0.3224	0.3795	0.4461	0.4069	0.3557
ndcg_cut_12           	1802054300	0.4057	0.3743	0.4297	0.4323	0.4253	0.3447
ndcg_cut_13           	1802054300	0.3939	0.3634	0.4171	0.4196	0.4128	0.3346
ndcg_cut_14           	1802054300	0.3830	0.3533	0.4056	0.4080	0.4014	0.3253
ndcg_cut_15           	1802054300	0.3729	0.3703	0.3949	0.4236	0.3909	0.3168
ndcg_cut_16           	1802054300	0.3635	0.3610	0.3850	0.4381	0.3810	0.3590
ndcg_cut_17           	1802054300	0.3548	0.3524	0.3757	0.4276	0.3719	0.3504
ndcg_cut_18           	1802054300	0.3466	0.3442	0.3901	0.4177	0.3633	0.3423
ndcg_cut_19           	1802054300	0.3611	0.3366	0.3815	0.4085	0.3553	0.3790
ndcg_cut_20           	1802054300	0.3534	0.3294	0.3734	0.3998	0.3477	0.3710
set_P                 	1802054300	0.3000	0.3500	0.3500	0.3500	0.3500	0.3500
set_recall            	1802054300	0.2143	0.2500	0.2500	0.2500	0.2500	0.2500
set_F                 	1802054300	0.2500	0.2917	0.2917	0.2917	0.2917	0.2917
num_ret               	1888395491	19	20	19	19	20	19
num_rel               	1888395491	2	2	2	2	2	2
num_rel_ret           	1888395491	2	2	2	2	2	2
map                   	1888395491	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_01            	1888395491	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_02            	1888395491	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_03            	1888395491	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_04            	1888395491	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_05            	1888395491	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_06            	1888395491	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_07            	1888395491	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_08            	1888395491	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_09            	1888395491	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_10           	1888395491	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_11           	1888395491	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_12           	1888395491	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_13           	1888395491	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_14           	1888395491	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_15           	1888395491	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_16           	1888395491	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_17           	1888395491	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_18           	1888395491	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_19           	1888395491	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_20           	1888395491	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
set_P                 	1888395491	0.1053	0.1000	0.1053	0.1053	0.1000	0.1053
set_recall            	1888395491	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
set_F                 	1888395491	0.1905	0.1818	0.1905	0.1905	0.1818	0.1905
num_ret               	1911613041	20	20	20	20	20	20
num_rel               	1911613041	19	19	19	19	19	19
num_rel_ret           	1911613041	9	5	9	8	6	8
map                   	1911613041	0.3851	0.1284	0.3760	0.3183	0.1584	0.3682
ndcg_cut_01            	1911613041	0.5000	0.5000	0.5000	1.0000	0.5000	0.5000
ndcg_cut_02            	1911613041	0.6934	0.3066	0.6934	0.8066	0.3066	0.6934
ndcg_cut_03            	1911613041	0.6480	0.2346	0.6480	0.8520	0.2346	0.6480
ndcg_cut_04            	1911613041	0.6232	0.1952	0.6232	0.7087	0.2793	0.5391
ndcg_cut_05            	1911613041	0.5794	0.2517	0.5794	0.6590	0.2596	0.5714
ndcg_cut_06            	1911613041	0.6657	0.2364	0.6657	0.6190	0.2439	0.6582
ndcg_cut_07            	1911613041	0.6299	0.2775	0.6299	0.6394	0.2845	0.6766
ndcg_cut_08            	1911613041	0.5994	0.2640	0.5994	0.6569	0.2708	0.6438
ndcg_cut_09            	1911613041	0.6171	0.2524	0.6171	0.6279	0.2588	0.7037
ndcg_cut_10           	1911613041	0.6733	0.2421	0.5920	0.6430	0.2483	0.6751
ndcg_cut_11           	1911613041	0.6479	0.2330	0.6452	0.6943	0.2767	0.6873
ndcg_cut_12           	1911613041	0.6603	0.2600	0.6224	0.6698	0.3375	0.6631
ndcg_cut_13           	1911613041	0.6384	0.2514	0.6017	0.6807	0.3263	0.6411
ndcg_cut_14           	1911613041	0.6184	0.2435	0.5829	0.6594	0.3161	0.6210
ndcg_cut_15           	1911613041	0.6001	0.2363	0.5953	0.6398	0.3067	0.6026
ndcg_cut_16           	1911613041	0.5831	0.2296	0.5785	0.6218	0.2981	0.5856
ndcg_cut_17           	1911613041	0.5674	0.2235	0.5629	0.6050	0.2900	0.5698
ndcg_cut_18           	1911613041	0.5528	0.2692	0.5484	0.5895	0.2826	0.5551
ndcg_cut_19           	1911613041	0.5392	0.2626	0.5595	0.5749	0.2756	0.5414
ndcg_cut_20           	1911613041	0.5635	0.2626	0.5595	0.5749	0.2999	0.5414
set_P                 	1911613041	0.4500	0.2500	0.4500	0.4000	0.3000	0.4000
set_recall            	1911613041	0.4737	0.2632	0.4737	0.4211	0.3158	0.4211
set_F                 	1911613041	0.4615	0.2564	0.4615	0.4103	0.3077	0.4103
num_ret               	1973672910	20	20	20	20	20	20
num_rel               	1973672910	24	24	24	24	24	24
num_rel_ret           	1973672910	9	5	8	9	8	5
map                   	1973672910	0.2463	0.0827	0.1889	0.3252	0.1229	0.1177
ndcg_cut_01            	1973672910	0.5000	0.5000	0.0000	1.0000	0.0000	0.5000
ndcg_cut_02            	1973672910	0.3066	0.3066	0.1934	1.0000	0.1934	0.3066
ndcg_cut_03            	1973672910	0.2658	0.2658	0.3006	1.0000	0.1677	0.5317
ndcg_cut_04            	1973672910	0.4440	0.2385	0.2697	1.0000	0.1505	0.4770
ndcg_cut_05            	1973672910	0.4909	0.2184	0.3314	0.9155	0.1378	0.4367
ndcg_cut_06            	1973672910	0.5277	0.2026	0.3075	0.9216	0.1278	0.4774
ndcg_cut_07            	1973672910	0.5576	0.1898	0.3513	0.8633	0.1197	0.4472
ndcg_cut_08            	1973672910	0.6390	0.2356	0.4445	0.8710	0.1130	0.4219
ndcg_cut_09            	1973672910	0.6064	0.2235	0.4217	0.8776	0.1584	0.4003
ndcg_cut_10           	1973672910	0.5780	0.2130	0.4488	0.8834	0.1509	0.3816
ndcg_cut_11           	1973672910	0.5530	0.2038	0.4294	0.8452	0.1876	0.4083
ndcg_cut_12           	1973672910	0.5710	0.2358	0.4121	0.8112	0.2203	0.3919
ndcg_cut_13           	1973672910	0.5495	0.2270	0.3966	0.7807	0.2496	0.3772
ndcg_cut_14           	1973672910	0.5301	0.2190	0.4533	0.7885	0.2408	0.3639
ndcg_cut_15           	1973672910	0.5458	0.2116	0.4382	0.7622	0.2661	0.3517
ndcg_cut_16           	1973672910	0.5601	0.2050	0.4243	0.7381	0.2893	0.3406
ndcg_cut_17           	1973672910	0.5433	0.1988	0.4416	0.7159	0.2806	0.3604
ndcg_cut_18           	1973672910	0.5277	0.2218	0.4290	0.6953	0.2726	0.3501
ndcg_cut_19           	1973672910	0.5132	0.2431	0.4172	0.6763	0.2651	0.3405
ndcg_cut_20           	1973672910	0.4998	0.2367	0.4063	0.6585	0.2844	0.3316
set_P                 	1973672910	0.4500	0.2500	0.4000	0.4500	0.4000	0.2500
set_recall            	1973672910	0.3750	0.2083	0.3333	0.3750	0.3333	0.2083
set_F                 	1973672910	0.4091	0.2273	0.3636	0.4091	0.3636	0.2273
num_ret               	1976585275	20	20	20	20	20	20
num_rel               	1976585275	5	5	5	5	5	5
num_rel_ret           	1976585275	5	4	5	5	4	4
map                   	1976585275	0.8100	0.6143	0.8433	0.9000	0.4943	0.7100
ndcg_cut_01            	1976585275	0.5000	1.0000	0.5000	1.0000	1.0000	0.5000
ndcg_cut_02            	1976585275	0.5000	1.0000	0.6934	1.0000	0.6131	0.5000
ndcg_cut_03            	1976585275	0.4335	0.8671	0.8671	1.0000	0.5317	0.4335
ndcg_cut_04            	1976585275	0.5945	0.7780	0.7780	1.0000	0.4770	0.5945
ndcg_cut_05            	1976585275	0.7132	0.7123	0.7968	0.9155	0.5212	0.7132
ndcg_cut_06            	1976585275	0.7132	0.7901	0.7968	0.9155	0.5990	0.7132
ndcg_cut_07            	1976585275	0.7132	0.8629	0.7968	0.9155	0.7446	0.7132
ndcg_cut_08            	1976585275	0.7132	0.8629	0.7968	0.9155	0.7446	0.7132
ndcg_cut_09            	1976585275	0.7132	0.8629	0.7968	0.9155	0.7446	0.7132
ndcg_cut_10           	1976585275	0.7763	0.8629	0.7968	0.9786	0.7446	0.7132
ndcg_cut_11           	1976585275	0.7763	0.8629	0.7968	0.9786	0.7446	0.7132
ndcg_cut_12           	1976585275	0.7763	0.8629	0.8558	0.9786	0.7446	0.7132
ndcg_cut_13           	1976585275	0.7763	0.8629	0.8558	0.9786	0.7446	0.7132
ndcg_cut_14           	1976585275	0.7763	0.8629	0.8558	0.9786	0.7446	0.7132
ndcg_cut_15           	1976585275	0.7763	0.8629	0.8558	0.9786	0.7446	0.7132
ndcg_cut_16           	1976585275	0.7763	0.8629	0.8558	0.9786	0.7446	0.7132
ndcg_cut_17           	1976585275	0.7763	0.8629	0.8558	0.9786	0.7446	0.7132
ndcg_cut_18           	1976585275	0.7763	0.8629	0.8558	0.9786	0.7446	0.7132
ndcg_cut_19           	1976585275	0.7763	0.8629	0.8558	0.9786	0.7446	0.7132
ndcg_cut_20           	1976585275	0.7763	0.8629	0.8558	0.9786	0.7446	0.7132
set_P                 	1976585275	0.2500	0.2000	0.2500	0.2500	0.2000	0.2000
set_recall            	1976585275	1.0000	0.8000	1.0000	1.0000	0.8000	0.8000
set_F                 	1976585275	0.4000	0.3200	0.4000	0.4000	0.3200	0.3200
num_ret               	2021450258	20	20	20	20	20	20
num_rel               	2021450258	11	11	11	11	11	11
num_rel_ret           	2021450258	3	3	4	4	4	3
map                   	2021450258	0.1263	0.1856	0.1869	0.1488	0.1664	0.1288
ndcg_cut_01            	2021450258	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_02            	2021450258	0.6131	0.6131	0.6131	0.6131	0.3869	0.6131
ndcg_cut_03            	2021450258	0.4693	0.5866	0.4693	0.4693	0.4134	0.4693
ndcg_cut_04            	2021450258	0.3904	0.4880	0.5585	0.3904	0.3439	0.3904
ndcg_cut_05            	2021450258	0.3392	0.4240	0.4852	0.3392	0.2988	0.3392
ndcg_cut_06            	2021450258	0.3026	0.3783	0.4329	0.3026	0.2666	0.3026
ndcg_cut_07            	2021450258	0.2881	0.3601	0.4121	0.2881	0.2538	0.2881
ndcg_cut_08            	2021450258	0.2756	0.3879	0.3942	0.3625	0.2427	0.3190
ndcg_cut_09            	2021450258	0.3044	0.3725	0.4184	0.3480	0.2331	0.3063
ndcg_cut_10           	2021450258	0.2932	0.3587	0.4029	0.3352	0.2613	0.2950
ndcg_cut_11           	2021450258	0.2831	0.3464	0.3891	0.3237	0.2867	0.2849
ndcg_cut_12           	2021450258	0.2831	0.3464	0.3891	0.3237	0.2867	0.2849
ndcg_cut_13           	2021450258	0.2831	0.3464	0.3891	0.3237	0.2867	0.2849
ndcg_cut_14           	2021450258	0.2831	0.3464	0.3891	0.3237	0.2867	0.2849
ndcg_cut_15           	2021450258	0.2831	0.3464	0.3891	0.3237	0.2867	0.2849
ndcg_cut_16           	2021450258	0.2831	0.3464	0.3891	0.3237	0.2867	0.2849
ndcg_cut_17           	2021450258	0.2831	0.3464	0.3891	0.3532	0.2867	0.2849
ndcg_cut_18           	2021450258	0.3411	0.3464	0.4181	0.3532	0.2867	0.3428
ndcg_cut_19           	2021450258	0.3411	0.3464	0.4181	0.4102	0.2867	0.3428
ndcg_cut_20           	2021450258	0.3411	0.3464	0.4181	0.4102	0.2867	0.3428
set_P                 	2021450258	0.1500	0.1500	0.2000	0.2000	0.2000	0.1500
set_recall            	2021450258	0.2727	0.2727	0.3636	0.3636	0.3636	0.2727
set_F                 	2021450258	0.1935	0.1935	0.2581	0.2581	0.2581	0.1935
num_ret               	2043956000	20	20	20	20	20	20
num_rel               	2043956000	25	25	25	25	25	25
num_rel_ret           	2043956000	8	1	8	9	1	6
map                   	2043956000	0.1584	0.0022	0.1321	0.2269	0.0057	0.1287
ndcg_cut_01            	2043956000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_02            	2043956000	0.6131	0.0000	0.6131	0.6131	0.0000	0.6131
ndcg_cut_03            	2043956000	0.4693	0.0000	0.4693	0.4693	0.0000	0.4693
ndcg_cut_04            	2043956000	0.3904	0.0000	0.3904	0.4744	0.0000	0.3904
ndcg_cut_05            	2043956000	0.3392	0.0000	0.3392	0.5434	0.0000	0.4704
ndcg_cut_06            	2043956000	0.3565	0.0000	0.3026	0.5926	0.0000	0.4197
ndcg_cut_07            	2043956000	0.3238	0.0000	0.2749	0.5841	0.0916	0.4728
ndcg_cut_08            	2043956000	0.3778	0.0000	0.2529	0.5375	0.0843	0.5149
ndcg_cut_09            	2043956000	0.4218	0.0000	0.2704	0.4995	0.0783	0.5492
ndcg_cut_10           	2043956000	0.4268	0.0000	0.2532	0.4677	0.0734	0.5143
ndcg_cut_11           	2043956000	0.4141	0.0000	0.3052	0.5133	0.0712	0.4990
ndcg_cut_12           	2043956000	0.4025	0.0000	0.2967	0.5550	0.0692	0.4850
ndcg_cut_13           	2043956000	0.3918	0.0000	0.3419	0.5403	0.0673	0.4721
ndcg_cut_14           	2043956000	0.3819	0.0000	0.3585	0.5267	0.0656	0.4602
ndcg_cut_15           	2043956000	0.3968	0.0000	0.3499	0.5381	0.0641	0.4491
ndcg_cut_16           	2043956000	0.4336	0.0000	0.3648	0.5257	0.0626	0.4388
ndcg_cut_17           	2043956000	0.4681	0.0000	0.3568	0.5361	0.0612	0.4292
ndcg_cut_18           	2043956000	0.4582	0.0423	0.3492	0.5248	0.0599	0.4412
ndcg_cut_19           	2043956000	0.4488	0.0415	0.3625	0.5141	0.0587	0.4323
ndcg_cut_20           	2043956000	0.4400	0.0406	0.3946	0.5040	0.0576	0.4238
set_P                 	2043956000	0.4000	0.0500	0.4000	0.4500	0.0500	0.3000
set_recall            	2043956000	0.3200	0.0400	0.3200	0.3600	0.0400	0.2400
set_F                 	2043956000	0.3556	0.0444	0.3556	0.4000	0.0444	0.2667
num_ret               	2117679317	20	20	20	20	20	20
num_rel               	2117679317	3	3	3	3	3	3
